old file name,new file name,organism,phenotype,SCS,LH or M,plant or animal,within or between species,SE provided?,notes,"data type: standard, PSU, cmat",cmat (if assigned),reference,,,,,,,,,,,,
,gourd-seednum.csv,Momordica charantia,seed number per fruit,NSC,LH,plant,within,Y,,PSU,,"Panigrahi, I., et al. (2022) Genetics of fruit yield and yield attributing ttraits in bitter gourd. The Pharma Innovation Journal. 11(11), 208-212. ",,,,,,,,,,,,
,gourd-yield.csv,Momordica charantia,yield,NSC,LH,plant,within,Y,,PSU,,"Panigrahi, I., et al. (2022) Genetics of fruit yield and yield attributing ttraits in bitter gourd. The Pharma Innovation Journal. 11(11), 208-212. ",,,,,,,,,,,,
,lentil-branch.num.csv,Lens culinaris,number of primary branches,NSC,M,plant,within,Y,,PSU,,"Khodambashi, M., Bitaraf, N., Hoshmand, S. (2012) Generation mean analysis for grain yield and its related traits in lentil. J. Agr. Sci. Tech. 14, 609-616.",,,,,,,,,,,,
,lentil-cluster.num.csv,Lens culinaris,number of clusters per plant,NSC,M,plant,within,Y,,PSU,,"Khodambashi, M., Bitaraf, N., Hoshmand, S. (2012) Generation mean analysis for grain yield and its related traits in lentil. J. Agr. Sci. Tech. 14, 609-616.",,,,,,,,,,,,
,lentil-node.num.csv,Lens culinaris,number of nodes per main stem,NSC,M,plant,within,Y,,PSU,,"Khodambashi, M., Bitaraf, N., Hoshmand, S. (2012) Generation mean analysis for grain yield and its related traits in lentil. J. Agr. Sci. Tech. 14, 609-616.",,,,,,,,,,,,
,lentil-plant.height.csv,Lens culinaris,plant height,NSC,M,plant,within,Y,,PSU,,"Khodambashi, M., Bitaraf, N., Hoshmand, S. (2012) Generation mean analysis for grain yield and its related traits in lentil. J. Agr. Sci. Tech. 14, 609-616.",,,,,,,,,,,,
,lentil-pod.len.csv,Lens culinaris,pod length (mm),NSC,LH,plant,within,Y,,PSU,,"Khodambashi, M., Bitaraf, N., Hoshmand, S. (2012) Generation mean analysis for grain yield and its related traits in lentil. J. Agr. Sci. Tech. 14, 609-616.",,,,,,,,,,,,
,lentil-pod.num.csv,Lens culinaris,number of pods per plant,NSC,LH,plant,within,Y,,PSU,,"Khodambashi, M., Bitaraf, N., Hoshmand, S. (2012) Generation mean analysis for grain yield and its related traits in lentil. J. Agr. Sci. Tech. 14, 609-616.",,,,,,,,,,,,
,lentil-sec.branch.csv,Lens culinaris,number of secondary branches,NSC,M,plant,within,Y,,PSU,,"Khodambashi, M., Bitaraf, N., Hoshmand, S. (2012) Generation mean analysis for grain yield and its related traits in lentil. J. Agr. Sci. Tech. 14, 609-616.",,,,,,,,,,,,
,lentil-seed.num.csv,Lens culinaris,number of seeds per plant,NSC,LH,plant,within,Y,,PSU,,"Khodambashi, M., Bitaraf, N., Hoshmand, S. (2012) Generation mean analysis for grain yield and its related traits in lentil. J. Agr. Sci. Tech. 14, 609-616.",,,,,,,,,,,,
,lentil-seed.pod.csv,Lens culinaris,number of seeds per pod,NSC,LH,plant,within,Y,,PSU,,"Khodambashi, M., Bitaraf, N., Hoshmand, S. (2012) Generation mean analysis for grain yield and its related traits in lentil. J. Agr. Sci. Tech. 14, 609-616.",,,,,,,,,,,,
,lentil-seed.yield.csv,Lens culinaris,seed yield per plant,NSC,LH,plant,within,Y,,PSU,,"Khodambashi, M., Bitaraf, N., Hoshmand, S. (2012) Generation mean analysis for grain yield and its related traits in lentil. J. Agr. Sci. Tech. 14, 609-616.",,,,,,,,,,,,
,lentil-seedwt.csv,Lens culinaris,100 seed weight,NSC,LH,plant,within,Y,,PSU,,"Khodambashi, M., Bitaraf, N., Hoshmand, S. (2012) Generation mean analysis for grain yield and its related traits in lentil. J. Agr. Sci. Tech. 14, 609-616.",,,,,,,,,,,,
,melon-anthesis.csv,Cucumis melo,days to anthesis,NSC,LH,plant,within,Y,,PSU,,"Zalapa, J.E., Staub, J.E., McCreight, J.D. (2006) Generation means analysis of plant architectural traits and true yield in melon. Plant Breeding. 125, 482-487. ",,,,,,,,,,,,
,melon-branch.num1.csv,Cucumis melo,primary branch number,NSC,M,plant,within,Y,,PSU,,"Zalapa, J.E., Staub, J.E., McCreight, J.D. (2006) Generation means analysis of plant architectural traits and true yield in melon. Plant Breeding. 125, 482-487. ",,,,,,,,,,,,
,melon-branch.num2.csv,Cucumis melo,primary branch number,NSC,M,plant,within,Y,,PSU,,"Zalapa, J.E., Staub, J.E., McCreight, J.D. (2006) Generation means analysis of plant architectural traits and true yield in melon. Plant Breeding. 125, 482-487. ",,,,,,,,,,,,
,melon-fruit.num1.csv,Cucumis melo,fruit number per plant,NSC,LH,plant,within,Y,,PSU,,"Zalapa, J.E., Staub, J.E., McCreight, J.D. (2006) Generation means analysis of plant architectural traits and true yield in melon. Plant Breeding. 125, 482-487. ",,,,,,,,,,,,
,melon-fruit.num2.csv,Cucumis melo,fruit number per plant,NSC,LH,plant,within,Y,,PSU,,"Zalapa, J.E., Staub, J.E., McCreight, J.D. (2006) Generation means analysis of plant architectural traits and true yield in melon. Plant Breeding. 125, 482-487. ",,,,,,,,,,,,
,melon-fruit.weight1.csv,Cucumis melo,fruit weight per plant,NSC,LH,plant,within,Y,,PSU,,"Zalapa, J.E., Staub, J.E., McCreight, J.D. (2006) Generation means analysis of plant architectural traits and true yield in melon. Plant Breeding. 125, 482-487. ",,,,,,,,,,,,
,melon-fruit.weight2.csv,Cucumis melo,fruit weight per plant,NSC,LH,plant,within,Y,,PSU,,"Zalapa, J.E., Staub, J.E., McCreight, J.D. (2006) Generation means analysis of plant architectural traits and true yield in melon. Plant Breeding. 125, 482-487. ",,,,,,,,,,,,
,melon-fruitwt.average1.csv,Cucumis melo,average weight per fruit,NSC,LH,plant,within,Y,,PSU,,"Zalapa, J.E., Staub, J.E., McCreight, J.D. (2006) Generation means analysis of plant architectural traits and true yield in melon. Plant Breeding. 125, 482-487. ",,,,,,,,,,,,
,melon-fruitwt.average2.csv,Cucumis melo,average weight per fruit,NSC,LH,plant,within,Y,,PSU,,"Zalapa, J.E., Staub, J.E., McCreight, J.D. (2006) Generation means analysis of plant architectural traits and true yield in melon. Plant Breeding. 125, 482-487. ",,,,,,,,,,,,
,okra-first.flower1.csv,Abelmoschous esculentus,days to first flowering,NSC,LH,plant,within,Y,,PSU,,"Aulakh, P.S., Dhall, R.K., Singh, J. (2012) Genetics of earlyness and total yield in okra (Abelmoschus esculentus (L.) Moench). Vegetable Science. 39(1), 92-94.",,,,,,,,,,,,
,okra-first.flower2.csv,Abelmoschous esculentus,days to first flowering,NSC,LH,plant,within,Y,,PSU,,"Aulakh, P.S., Dhall, R.K., Singh, J. (2012) Genetics of earlyness and total yield in okra (Abelmoschus esculentus (L.) Moench). Vegetable Science. 39(1), 92-94.",,,,,,,,,,,,
,okra-first.fruit1.csv,Abelmoschous esculentus,days to first fruit set,NSC,LH,plant,within,Y,,PSU,,"Aulakh, P.S., Dhall, R.K., Singh, J. (2012) Genetics of earlyness and total yield in okra (Abelmoschus esculentus (L.) Moench). Vegetable Science. 39(1), 92-94.",,,,,,,,,,,,
,okra-first.fruit2.csv,Abelmoschous esculentus,days to first fruit set,NSC,LH,plant,within,Y,,PSU,,"Aulakh, P.S., Dhall, R.K., Singh, J. (2012) Genetics of earlyness and total yield in okra (Abelmoschus esculentus (L.) Moench). Vegetable Science. 39(1), 92-94.",,,,,,,,,,,,
,okra-flower1.csv,Abelmoschous esculentus,days to first flowering,NSC,LH,plant,within,Y,,PSU,,"Aulakh, P.S., Dhall, R.K., Singh, J. (2012) Genetics of early and total yield in okra (Abelmoschus esculentus (L.) Moench). Vegetable Science. 39(2), 165-168.",,,,,,,,,,,,
,okra-flower2.csv,Abelmoschous esculentus,days to first flowering,NSC,LH,plant,within,Y,,PSU,,"Aulakh, P.S., Dhall, R.K., Singh, J. (2012) Genetics of early and total yield in okra (Abelmoschus esculentus (L.) Moench). Vegetable Science. 39(2), 165-168.",,,,,,,,,,,,
,okra-fruit.yield1.csv,Abelmoschous esculentus,fruit yield,NSC,LH,plant,within,N,,PSU,,"Naveed, A., Khan, A.A., Khan, I.A. (2009) Generation mean analysis of water stress tolerance in okra (Abelmoschous esculentus L.). Pak. J. Bot. 41(1), 195-205.",,,,,,,,,,,,
,okra-fruit.yield2.csv,Abelmoschous esculentus,fruit yield,NSC,LH,plant,within,N,,PSU,,"Naveed, A., Khan, A.A., Khan, I.A. (2009) Generation mean analysis of water stress tolerance in okra (Abelmoschous esculentus L.). Pak. J. Bot. 41(1), 195-205.",,,,,,,,,,,,
,okra-fruit.yield3.csv,Abelmoschous esculentus,fruit yield,NSC,LH,plant,within,N,,PSU,,"Naveed, A., Khan, A.A., Khan, I.A. (2009) Generation mean analysis of water stress tolerance in okra (Abelmoschous esculentus L.). Pak. J. Bot. 41(1), 195-205.",,,,,,,,,,,,
,okra-fruit.yield4.csv,Abelmoschous esculentus,fruit yield,NSC,LH,plant,within,N,,PSU,,"Naveed, A., Khan, A.A., Khan, I.A. (2009) Generation mean analysis of water stress tolerance in okra (Abelmoschous esculentus L.). Pak. J. Bot. 41(1), 195-205.",,,,,,,,,,,,
,okra-fruit.yield5.csv,Abelmoschous esculentus,fruit yield,NSC,LH,plant,within,N,,PSU,,"Naveed, A., Khan, A.A., Khan, I.A. (2009) Generation mean analysis of water stress tolerance in okra (Abelmoschous esculentus L.). Pak. J. Bot. 41(1), 195-205.",,,,,,,,,,,,
,okra-fruit.yield6.csv,Abelmoschous esculentus,fruit yield,NSC,LH,plant,within,N,,PSU,,"Naveed, A., Khan, A.A., Khan, I.A. (2009) Generation mean analysis of water stress tolerance in okra (Abelmoschous esculentus L.). Pak. J. Bot. 41(1), 195-205.",,,,,,,,,,,,
,okra-fruit.yield7.csv,Abelmoschous esculentus,fruit yield,NSC,LH,plant,within,N,,PSU,,"Naveed, A., Khan, A.A., Khan, I.A. (2009) Generation mean analysis of water stress tolerance in okra (Abelmoschous esculentus L.). Pak. J. Bot. 41(1), 195-205.",,,,,,,,,,,,
,okra-fruit.yield8.csv,Abelmoschous esculentus,fruit yield,NSC,LH,plant,within,N,,PSU,,"Naveed, A., Khan, A.A., Khan, I.A. (2009) Generation mean analysis of water stress tolerance in okra (Abelmoschous esculentus L.). Pak. J. Bot. 41(1), 195-205.",,,,,,,,,,,,
,okra-fruit1.csv,Abelmoschous esculentus,days to first fruit set,NSC,LH,plant,within,Y,,PSU,,"Aulakh, P.S., Dhall, R.K., Singh, J. (2012) Genetics of early and total yield in okra (Abelmoschus esculentus (L.) Moench). Vegetable Science. 39(2), 165-168.",,,,,,,,,,,,
,okra-fruit2.csv,Abelmoschous esculentus,days to first fruit set,NSC,LH,plant,within,Y,,PSU,,"Aulakh, P.S., Dhall, R.K., Singh, J. (2012) Genetics of early and total yield in okra (Abelmoschus esculentus (L.) Moench). Vegetable Science. 39(2), 165-168.",,,,,,,,,,,,
,okra-pod.num1.csv,Abelmoschous esculentus,number of pods per plant,NSC,LH,plant,within,N,,PSU,,"Naveed, A., Khan, A.A., Khan, I.A. (2009) Generation mean analysis of water stress tolerance in okra (Abelmoschous esculentus L.). Pak. J. Bot. 41(1), 195-205.",,,,,,,,,,,,
,okra-pod.num2.csv,Abelmoschous esculentus,number of pods per plant,NSC,LH,plant,within,N,,PSU,,"Naveed, A., Khan, A.A., Khan, I.A. (2009) Generation mean analysis of water stress tolerance in okra (Abelmoschous esculentus L.). Pak. J. Bot. 41(1), 195-205.",,,,,,,,,,,,
,okra-pod.num3.csv,Abelmoschous esculentus,number of pods per plant,NSC,LH,plant,within,N,,PSU,,"Naveed, A., Khan, A.A., Khan, I.A. (2009) Generation mean analysis of water stress tolerance in okra (Abelmoschous esculentus L.). Pak. J. Bot. 41(1), 195-205.",,,,,,,,,,,,
,okra-pod.num4.csv,Abelmoschous esculentus,number of pods per plant,NSC,LH,plant,within,N,,PSU,,"Naveed, A., Khan, A.A., Khan, I.A. (2009) Generation mean analysis of water stress tolerance in okra (Abelmoschous esculentus L.). Pak. J. Bot. 41(1), 195-205.",,,,,,,,,,,,
,okra-pod.num5.csv,Abelmoschous esculentus,number of pods per plant,NSC,LH,plant,within,N,,PSU,,"Naveed, A., Khan, A.A., Khan, I.A. (2009) Generation mean analysis of water stress tolerance in okra (Abelmoschous esculentus L.). Pak. J. Bot. 41(1), 195-205.",,,,,,,,,,,,
,okra-pod.num6.csv,Abelmoschous esculentus,number of pods per plant,NSC,LH,plant,within,N,,PSU,,"Naveed, A., Khan, A.A., Khan, I.A. (2009) Generation mean analysis of water stress tolerance in okra (Abelmoschous esculentus L.). Pak. J. Bot. 41(1), 195-205.",,,,,,,,,,,,
,okra-pod.num7.csv,Abelmoschous esculentus,number of pods per plant,NSC,LH,plant,within,N,,PSU,,"Naveed, A., Khan, A.A., Khan, I.A. (2009) Generation mean analysis of water stress tolerance in okra (Abelmoschous esculentus L.). Pak. J. Bot. 41(1), 195-205.",,,,,,,,,,,,
,okra-pod.num8.csv,Abelmoschous esculentus,number of pods per plant,NSC,LH,plant,within,N,,PSU,,"Naveed, A., Khan, A.A., Khan, I.A. (2009) Generation mean analysis of water stress tolerance in okra (Abelmoschous esculentus L.). Pak. J. Bot. 41(1), 195-205.",,,,,,,,,,,,
,okra-total.yield1.csv,Abelmoschous esculentus,total yield per plant (g),NSC,LH,plant,within,Y,,PSU,,"Aulakh, P.S., Dhall, R.K., Singh, J. (2012) Genetics of earlyness and total yield in okra (Abelmoschus esculentus (L.) Moench). Vegetable Science. 39(1), 92-94.",,,,,,,,,,,,
,okra-total.yield2.csv,Abelmoschous esculentus,total yield per plant (g),NSC,LH,plant,within,Y,,PSU,,"Aulakh, P.S., Dhall, R.K., Singh, J. (2012) Genetics of earlyness and total yield in okra (Abelmoschus esculentus (L.) Moench). Vegetable Science. 39(1), 92-94.",,,,,,,,,,,,
,okra-water1.csv,Abelmoschous esculentus,leaf water potential,NSC,M,plant,within,N,,PSU,,"Naveed, A., Khan, A.A., Khan, I.A. (2009) Generation mean analysis of water stress tolerance in okra (Abelmoschous esculentus L.). Pak. J. Bot. 41(1), 195-205.",,,,,,,,,,,,
,okra-water2.csv,Abelmoschous esculentus,leaf water potential,NSC,M,plant,within,N,,PSU,,"Naveed, A., Khan, A.A., Khan, I.A. (2009) Generation mean analysis of water stress tolerance in okra (Abelmoschous esculentus L.). Pak. J. Bot. 41(1), 195-205.",,,,,,,,,,,,
,okra-water3.csv,Abelmoschous esculentus,leaf water potential,NSC,M,plant,within,N,,PSU,,"Naveed, A., Khan, A.A., Khan, I.A. (2009) Generation mean analysis of water stress tolerance in okra (Abelmoschous esculentus L.). Pak. J. Bot. 41(1), 195-205.",,,,,,,,,,,,
,okra-water4.csv,Abelmoschous esculentus,leaf water potential,NSC,M,plant,within,N,,PSU,,"Naveed, A., Khan, A.A., Khan, I.A. (2009) Generation mean analysis of water stress tolerance in okra (Abelmoschous esculentus L.). Pak. J. Bot. 41(1), 195-205.",,,,,,,,,,,,
,okra-water5.csv,Abelmoschous esculentus,leaf water potential,NSC,M,plant,within,N,,PSU,,"Naveed, A., Khan, A.A., Khan, I.A. (2009) Generation mean analysis of water stress tolerance in okra (Abelmoschous esculentus L.). Pak. J. Bot. 41(1), 195-205.",,,,,,,,,,,,
,okra-water6.csv,Abelmoschous esculentus,leaf water potential,NSC,M,plant,within,N,,PSU,,"Naveed, A., Khan, A.A., Khan, I.A. (2009) Generation mean analysis of water stress tolerance in okra (Abelmoschous esculentus L.). Pak. J. Bot. 41(1), 195-205.",,,,,,,,,,,,
,okra-water7.csv,Abelmoschous esculentus,leaf water potential,NSC,M,plant,within,N,,PSU,,"Naveed, A., Khan, A.A., Khan, I.A. (2009) Generation mean analysis of water stress tolerance in okra (Abelmoschous esculentus L.). Pak. J. Bot. 41(1), 195-205.",,,,,,,,,,,,
,okra-water8.csv,Abelmoschous esculentus,leaf water potential,NSC,M,plant,within,N,,PSU,,"Naveed, A., Khan, A.A., Khan, I.A. (2009) Generation mean analysis of water stress tolerance in okra (Abelmoschous esculentus L.). Pak. J. Bot. 41(1), 195-205.",,,,,,,,,,,,
,okra-yield1.csv,Abelmoschous esculentus,total yield per plant (g),NSC,LH,plant,within,Y,,PSU,,"Aulakh, P.S., Dhall, R.K., Singh, J. (2012) Genetics of early and total yield in okra (Abelmoschus esculentus (L.) Moench). Vegetable Science. 39(2), 165-168.",,,,,,,,,,,,
,okra-yield2.csv,Abelmoschous esculentus,total yield per plant (g),NSC,LH,plant,within,Y,,PSU,,"Aulakh, P.S., Dhall, R.K., Singh, J. (2012) Genetics of early and total yield in okra (Abelmoschus esculentus (L.) Moench). Vegetable Science. 39(2), 165-168.",,,,,,,,,,,,
,peanut-necrosis1.csv,Arachis hypogaea,peanut bud necrosis incidence %,NSC,LH,plant,within,Y,,standard,,"Pensuk, V., et al. Generation means analysis of resistance to peanut bud necrosis caused by peanut bud necrosis tospovirus. Plant Breeding. 123, 90-92. ",,,,,,,,,,,,
,peanut-necrosis2.csv,Arachis hypogaea,peanut bud necrosis incidence %,NSC,LH,plant,within,Y,,standard,,"Pensuk, V., et al. Generation means analysis of resistance to peanut bud necrosis caused by peanut bud necrosis tospovirus. Plant Breeding. 123, 90-92. ",,,,,,,,,,,,
,peanut-necrosis3.csv,Arachis hypogaea,peanut bud necrosis incidence %,NSC,LH,plant,within,Y,,standard,,"Pensuk, V., et al. Generation means analysis of resistance to peanut bud necrosis caused by peanut bud necrosis tospovirus. Plant Breeding. 123, 90-92. ",,,,,,,,,,,,
,peanut-oil.conc1.csv,Arachis hypogaea,oil concentration,NSC,M,plant,within,Y,,PSU,,"Wilson, J.N., et al. (2013) Generation means analysis of oil concentration in peanut. Journal of Crop Improvement. 27, 85-95.",,,,,,,,,,,,
,peanut-oil.conc2.csv,Arachis hypogaea,oil concentration,NSC,M,plant,within,Y,,PSU,,"Wilson, J.N., et al. (2013) Generation means analysis of oil concentration in peanut. Journal of Crop Improvement. 27, 85-95.",,,,,,,,,,,,
,rat-loco.24est.csv,rat,"24 hour estimate, locomotor activity",XY,M,animal,within,Y,,PSU,,"Wollnik, F., Gartner, K., Buttner, D. (1985) Genetic analysis of circadian and ultradian locomotor activity rhythms in laboratory rats. Behavior Genetics. 17(2), 167-178.",,,,,,,,,,,,
,rat-loco.48est.csv,rat,"48 hour estimate, locomotor activity",XY,M,animal,within,Y,,PSU,,"Wollnik, F., Gartner, K., Buttner, D. (1985) Genetic analysis of circadian and ultradian locomotor activity rhythms in laboratory rats. Behavior Genetics. 17(2), 167-178.",,,,,,,,,,,,
,rat-loco.4est.csv,rat,"4 hour estimate, locomotor activity",XY,M,animal,within,Y,,PSU,,"Wollnik, F., Gartner, K., Buttner, D. (1985) Genetic analysis of circadian and ultradian locomotor activity rhythms in laboratory rats. Behavior Genetics. 17(2), 167-178.",,,,,,,,,,,,
,rat-loco.acro.csv,rat,"acrophase, locomotor activity",XY,M,animal,within,Y,,PSU,,"Wollnik, F., Gartner, K., Buttner, D. (1985) Genetic analysis of circadian and ultradian locomotor activity rhythms in laboratory rats. Behavior Genetics. 17(2), 167-178.",,,,,,,,,,,,
,rat-loco.amp.csv,rat,"amplitude, locomotor activity",XY,M,animal,within,Y,,PSU,,"Wollnik, F., Gartner, K., Buttner, D. (1985) Genetic analysis of circadian and ultradian locomotor activity rhythms in laboratory rats. Behavior Genetics. 17(2), 167-178.",,,,,,,,,,,,
,rice-canopy.csv,Oryza sativa,canopy temp,NSC,M,plant,within,Y,,PSU,,"Kumar, A., et al. (2020) Assessment of gene action for grain micronutrient content, yield, and yield contributing traits in rice (Oryza sativa L.). Current Journal of Applied Science and Technology. 39(21), 56-63.",,,,,,,,,,,,
,rice-chlorophyll.csv,Oryza sativa,chlorophyll content,NSC,M,plant,within,Y,,PSU,,"Kumar, A., et al. (2020) Assessment of gene action for grain micronutrient content, yield, and yield contributing traits in rice (Oryza sativa L.). Current Journal of Applied Science and Technology. 39(21), 56-63.",,,,,,,,,,,,
,rice-flag.area.csv,Oryza sativa,flag leaf area,NSC,M,plant,within,Y,,PSU,,"Kumar, A., et al. (2020) Assessment of gene action for grain micronutrient content, yield, and yield contributing traits in rice (Oryza sativa L.). Current Journal of Applied Science and Technology. 39(21), 56-63.",,,,,,,,,,,,
,rice-flower.days.csv,Oryza sativa,days to 50% flowering,NSC,LH,plant,within,Y,,PSU,,"Kumar, A., et al. (2020) Assessment of gene action for grain micronutrient content, yield, and yield contributing traits in rice (Oryza sativa L.). Current Journal of Applied Science and Technology. 39(21), 56-63.",,,,,,,,,,,,
,rice-grain.iron.csv,Oryza sativa,grain iron content,NSC,M,plant,within,Y,,PSU,,"Kumar, A., et al. (2020) Assessment of gene action for grain micronutrient content, yield, and yield contributing traits in rice (Oryza sativa L.). Current Journal of Applied Science and Technology. 39(21), 56-63.",,,,,,,,,,,,
,rice-grain.yield.csv,Oryza sativa,grain yield per plant,NSC,LH,plant,within,Y,,PSU,,"Kumar, A., et al. (2020) Assessment of gene action for grain micronutrient content, yield, and yield contributing traits in rice (Oryza sativa L.). Current Journal of Applied Science and Technology. 39(21), 56-63.",,,,,,,,,,,,
,rice-grain.zinc.csv,Oryza sativa,grain zinc content,NSC,M,plant,within,Y,,PSU,,"Kumar, A., et al. (2020) Assessment of gene action for grain micronutrient content, yield, and yield contributing traits in rice (Oryza sativa L.). Current Journal of Applied Science and Technology. 39(21), 56-63.",,,,,,,,,,,,
,rice-grains.panicle.csv,Oryza sativa,grains per panicle,NSC,LH,plant,within,Y,,PSU,,"Kumar, A., et al. (2020) Assessment of gene action for grain micronutrient content, yield, and yield contributing traits in rice (Oryza sativa L.). Current Journal of Applied Science and Technology. 39(21), 56-63.",,,,,,,,,,,,
,rice-harvest.index.csv,Oryza sativa,harvest index,NSC,LH,plant,within,Y,,PSU,,"Kumar, A., et al. (2020) Assessment of gene action for grain micronutrient content, yield, and yield contributing traits in rice (Oryza sativa L.). Current Journal of Applied Science and Technology. 39(21), 56-63.",,,,,,,,,,,,
,rice-mature.days.csv,Oryza sativa,days to maturity,NSC,LH,plant,within,Y,,PSU,,"Kumar, A., et al. (2020) Assessment of gene action for grain micronutrient content, yield, and yield contributing traits in rice (Oryza sativa L.). Current Journal of Applied Science and Technology. 39(21), 56-63.",,,,,,,,,,,,
,rice-panicle.len.csv,Oryza sativa,panicle length,NSC,M,plant,within,Y,,PSU,,"Kumar, A., et al. (2020) Assessment of gene action for grain micronutrient content, yield, and yield contributing traits in rice (Oryza sativa L.). Current Journal of Applied Science and Technology. 39(21), 56-63.",,,,,,,,,,,,
,rice-panicles.csv,Oryza sativa,panicles per plant,NSC,LH,plant,within,Y,,PSU,,"Kumar, A., et al. (2020) Assessment of gene action for grain micronutrient content, yield, and yield contributing traits in rice (Oryza sativa L.). Current Journal of Applied Science and Technology. 39(21), 56-63.",,,,,,,,,,,,
,rice-plant.height.csv,Oryza sativa,plant height,NSC,M,plant,within,Y,,PSU,,"Kumar, A., et al. (2020) Assessment of gene action for grain micronutrient content, yield, and yield contributing traits in rice (Oryza sativa L.). Current Journal of Applied Science and Technology. 39(21), 56-63.",,,,,,,,,,,,
,rice-testwt.csv,Oryza sativa,test weight (g),NSC,M,plant,within,Y,,PSU,,"Kumar, A., et al. (2020) Assessment of gene action for grain micronutrient content, yield, and yield contributing traits in rice (Oryza sativa L.). Current Journal of Applied Science and Technology. 39(21), 56-63.",,,,,,,,,,,,
,sorghum-egg1.csv,Sorghum bicolor,eggs per plant,NSC,LH,plant,within,Y,,PSU,,"Lad, D.B. (2013) Genetics of traits associated with shoot fly resistance in Rabi sorghum (Sorghum bicolor L. Moench). J. Agric. Res. Technol. 38(2), 258-265.",,,,,,,,,,,,
,sorghum-egg2.csv,Sorghum bicolor,eggs per plant,NSC,LH,plant,within,Y,,PSU,,"Lad, D.B. (2013) Genetics of traits associated with shoot fly resistance in Rabi sorghum (Sorghum bicolor L. Moench). J. Agric. Res. Technol. 38(2), 258-265.",,,,,,,,,,,,
,sorghum-egg3.csv,Sorghum bicolor,eggs per plant,NSC,LH,plant,within,Y,,PSU,,"Lad, D.B. (2013) Genetics of traits associated with shoot fly resistance in Rabi sorghum (Sorghum bicolor L. Moench). J. Agric. Res. Technol. 38(2), 258-265.",,,,,,,,,,,,
,sorghum-egg4.csv,Sorghum bicolor,eggs per plant,NSC,LH,plant,within,Y,,PSU,,"Lad, D.B. (2013) Genetics of traits associated with shoot fly resistance in Rabi sorghum (Sorghum bicolor L. Moench). J. Agric. Res. Technol. 38(2), 258-265.",,,,,,,,,,,,
,sorghum-flower-ms.csv,Sorghum bicolor,days to 50% flowering,NSC,LH,plant,within,N,moisture stress,PSU,,"Rokade, R.C., et al. (2021) Inheritance of drought tolerance in post rainy seaso nsorghum (Sorghum bicolor L. Moench). Journal of Pharmacognosy and Phytochremistry. 10(2), 1032-1034.",,,,,,,,,,,,
,sorghum-flower-ns.csv,Sorghum bicolor,days to 50% flowering,NSC,LH,plant,within,N,non stress,PSU,,"Rokade, R.C., et al. (2021) Inheritance of drought tolerance in post rainy seaso nsorghum (Sorghum bicolor L. Moench). Journal of Pharmacognosy and Phytochremistry. 10(2), 1032-1034.",,,,,,,,,,,,
,sorghum-fodder-ms.csv,Sorghum bicolor,dry fodder yield,NSC,LH,plant,within,N,moisture stress,PSU,,"Rokade, R.C., et al. (2021) Inheritance of drought tolerance in post rainy seaso nsorghum (Sorghum bicolor L. Moench). Journal of Pharmacognosy and Phytochremistry. 10(2), 1032-1034.",,,,,,,,,,,,
,sorghum-fodder-ns.csv,Sorghum bicolor,dry fodder yield,NSC,LH,plant,within,N,non stress,PSU,,"Rokade, R.C., et al. (2021) Inheritance of drought tolerance in post rainy seaso nsorghum (Sorghum bicolor L. Moench). Journal of Pharmacognosy and Phytochremistry. 10(2), 1032-1034.",,,,,,,,,,,,
,sorghum-grain-ms.csv,Sorghum bicolor,grain yield,NSC,LH,plant,within,N,moisture stress,PSU,,"Rokade, R.C., et al. (2021) Inheritance of drought tolerance in post rainy seaso nsorghum (Sorghum bicolor L. Moench). Journal of Pharmacognosy and Phytochremistry. 10(2), 1032-1034.",,,,,,,,,,,,
,sorghum-grain-ns.csv,Sorghum bicolor,grain yield,NSC,LH,plant,within,N,non stress,PSU,,"Rokade, R.C., et al. (2021) Inheritance of drought tolerance in post rainy seaso nsorghum (Sorghum bicolor L. Moench). Journal of Pharmacognosy and Phytochremistry. 10(2), 1032-1034.",,,,,,,,,,,,
,sorghum-harvest-ms.csv,Sorghum bicolor,harvest index,NSC,LH,plant,within,N,moisture stress,PSU,,"Rokade, R.C., et al. (2021) Inheritance of drought tolerance in post rainy seaso nsorghum (Sorghum bicolor L. Moench). Journal of Pharmacognosy and Phytochremistry. 10(2), 1032-1034.",,,,,,,,,,,,
,sorghum-harvest-ns.csv,Sorghum bicolor,harvest index,NSC,LH,plant,within,N,non stress,PSU,,"Rokade, R.C., et al. (2021) Inheritance of drought tolerance in post rainy seaso nsorghum (Sorghum bicolor L. Moench). Journal of Pharmacognosy and Phytochremistry. 10(2), 1032-1034.",,,,,,,,,,,,
,sorghum-leaves1.csv,Sorghum bicolor,leaves per plant,NSC,M,plant,within,Y,,PSU,,"Lad, D.B. (2013) Genetics of traits associated with shoot fly resistance in Rabi sorghum (Sorghum bicolor L. Moench). J. Agric. Res. Technol. 38(2), 258-265.",,,,,,,,,,,,
,sorghum-leaves2.csv,Sorghum bicolor,leaves per plant,NSC,M,plant,within,Y,,PSU,,"Lad, D.B. (2013) Genetics of traits associated with shoot fly resistance in Rabi sorghum (Sorghum bicolor L. Moench). J. Agric. Res. Technol. 38(2), 258-265.",,,,,,,,,,,,
