"add","dom","epi","class","kingdom","trait","species","SCS","divergence","weighted","method"
0,0,1,"","plant","behenic acid","Arachis hypogaea","NSC","within","Y","PSU"
NA,NA,NA,"","plant","behenic acid","Arachis hypogaea","NSC","within","Y","PSU"
NA,NA,NA,"","plant","behenic acid","Arachis hypogaea","NSC","within","Y","PSU"
0.785405711253263,0,0.214594288746737,"","plant","eicosenoic acid","Arachis hypogaea","NSC","within","Y","PSU"
0.640299425189602,0,0.359700574810397,"","plant","eicosenoic acid","Arachis hypogaea","NSC","within","Y","PSU"
0.0624175036132237,0.342326852135874,0.595255644250903,"","plant","eicosenoic acid","Arachis hypogaea","NSC","within","Y","PSU"
0,0,1,"","plant","fatty acid ratio","Arachis hypogaea","NSC","within","Y","PSU"
0.0866113218189129,0,0.913388678181087,"","plant","fatty acid ratio","Arachis hypogaea","NSC","within","Y","PSU"
NA,NA,NA,"","plant","fatty acid ratio","Arachis hypogaea","NSC","within","Y","PSU"
0.14441584427704,0.85558415572296,0,"","plant","fatty acids","Arachis hypogaea","NSC","within","Y","PSU"
0,0,1,"","plant","fatty acids","Arachis hypogaea","NSC","within","Y","PSU"
NA,NA,NA,"","plant","fatty acids","Arachis hypogaea","NSC","within","Y","PSU"
NA,NA,NA,"","plant","iodine","Arachis hypogaea","NSC","within","Y","PSU"
1,0,0,"","plant","iodine","Arachis hypogaea","NSC","within","Y","PSU"
1,0,0,"","plant","iodine","Arachis hypogaea","NSC","within","Y","PSU"
0,0,1,"","plant","lignoceric acid","Arachis hypogaea","NSC","within","Y","PSU"
NA,NA,NA,"","plant","lignoceric acid","Arachis hypogaea","NSC","within","Y","PSU"
0.605679931217225,0,0.394320068782775,"","plant","lignoceric acid","Arachis hypogaea","NSC","within","Y","PSU"
1,0,0,"","plant","linoleic acid","Arachis hypogaea","NSC","within","Y","PSU"
0.411764705882353,0,0.588235294117647,"","plant","linoleic acid","Arachis hypogaea","NSC","within","Y","PSU"
0.271957106347113,0,0.728042893652887,"","plant","linoleic acid","Arachis hypogaea","NSC","within","Y","PSU"
0.040229885057472,0.408045977011492,0.551724137931036,"","plant","long chain fatty acids","Arachis hypogaea","NSC","within","Y","PSU"
0,0,1,"","plant","long chain fatty acids","Arachis hypogaea","NSC","within","Y","PSU"
NA,NA,NA,"","plant","long chain fatty acids","Arachis hypogaea","NSC","within","Y","PSU"
NA,NA,NA,"","plant","oil ratio","Arachis hypogaea","NSC","within","Y","PSU"
NA,NA,NA,"","plant","oil ratio","Arachis hypogaea","NSC","within","Y","PSU"
NA,NA,NA,"","plant","oil ratio","Arachis hypogaea","NSC","within","Y","PSU"
NA,NA,NA,"","plant","oleic acid","Arachis hypogaea","NSC","within","Y","PSU"
1,0,0,"","plant","oleic acid","Arachis hypogaea","NSC","within","Y","PSU"
NA,NA,NA,"","plant","oleic acid","Arachis hypogaea","NSC","within","Y","PSU"
0,1,0,"","plant","palmictic acid","Arachis hypogaea","NSC","within","Y","PSU"
0.313726497650619,0,0.686273502349381,"","plant","palmictic acid","Arachis hypogaea","NSC","within","Y","PSU"
0,0,1,"","plant","palmictic acid","Arachis hypogaea","NSC","within","Y","PSU"
0,0,1,"","plant","stearic acid","Arachis hypogaea","NSC","within","Y","PSU"
0,0,1,"","plant","stearic acid","Arachis hypogaea","NSC","within","Y","PSU"
NA,NA,NA,"","plant","stearic acid","Arachis hypogaea","NSC","within","Y","PSU"
NA,NA,NA,"","plant","fruit weight","Abelmoschus esculentus","NSC","within","Y","PSU"
NA,NA,NA,"","plant","fruit weight","Abelmoschus esculentus","NSC","within","Y","PSU"
0.184208073114605,0.509115358531951,0.306676568353444,"","plant","number of fruit","Abelmoschus esculentus","NSC","within","Y","PSU"
1,0,0,"","plant","number of fruit","Abelmoschus esculentus","NSC","within","Y","PSU"
1,0,0,"","plant","plant height","Abelmoschus esculentus","NSC","within","Y","PSU"
0.365295524212958,0,0.634704475787042,"","plant","plant height","Abelmoschus esculentus","NSC","within","Y","PSU"
1,0,0,"","plant","yield","Abelmoschus esculentus","NSC","within","Y","PSU"
1,0,0,"","plant","yield","Abelmoschus esculentus","NSC","within","Y","PSU"
1,0,0,"","animal","ejaculation","Cavia porcellus","XY","within","Y","PSU"
1,0,0,"","animal","intromission","Cavia porcellus","XY","within","Y","PSU"
1,0,0,"","animal","mounting","Cavia porcellus","XY","within","Y","PSU"
1,0,0,"","animal","nuzzling","Cavia porcellus","XY","within","Y","PSU"
NA,NA,NA,"","animal","activity level","Rattus norvegicus","XY","within","Y","PSU"
0.582977525652716,0,0.417022474347284,"","animal","running speed","Mus musculus","XY","within","Y","PSU"
1,0,0,"","animal","running speed","Mus musculus","XY","within","Y","PSU"
0.60446682647699,0,0.39553317352301,"","animal","sexual activity","Cavia porcellus","XY","within","Y","PSU"
NA,NA,NA,"","animal","time to find food","Canis familiaris","XY","within","Y","PSU"
0.624610872681973,0,0.375389127318027,"","plant","internode length","Phaseolus vulgaris","NSC","within","N","PSU"
0.503054919408183,0,0.496945080591817,"","plant","internode length","Phaseolus vulgaris","NSC","within","N","PSU"
0,0,1,"","plant","internode length","Phaseolus vulgaris","NSC","within","N","PSU"
1,0,0,"","plant","internode length","Phaseolus vulgaris","NSC","within","N","PSU"
1,0,0,"","plant","internode length","Phaseolus vulgaris","NSC","within","N","PSU"
0.293907378150167,0,0.706092621849833,"","plant","internode length","Phaseolus vulgaris","NSC","within","N","PSU"
0.704381112702325,0,0.295618887297675,"","plant","plant height","Phaseolus vulgaris","NSC","within","N","PSU"
1,0,0,"","plant","plant height","Phaseolus vulgaris","NSC","within","N","PSU"
0.2139051999675,0.7860948000325,0,"","plant","plant height","Phaseolus vulgaris","NSC","within","N","PSU"
0.502828568485147,0.497171431514853,0,"","plant","plant height","Phaseolus vulgaris","NSC","within","N","PSU"
0.563201996790872,0,0.436798003209128,"","plant","plant height","Phaseolus vulgaris","NSC","within","N","PSU"
0.614380600820157,0,0.385619399179843,"","plant","plant height","Phaseolus vulgaris","NSC","within","N","PSU"
0.501847352814509,0,0.498152647185491,"","plant","seed weight","Gossypium hirsutum","NSC","within","Y","PSU"
0.595811849934194,0.329107119549145,0.0750810305166615,"","plant","seed weight","Gossypium hirsutum","NSC","within","Y","PSU"
NA,NA,NA,"","plant","seed weight","Gossypium hirsutum","NSC","within","Y","PSU"
1,0,0,"","plant","seed weight","Gossypium hirsutum","NSC","within","Y","PSU"
1,0,0,"","plant","seed weight","Gossypium hirsutum","NSC","within","Y","PSU"
0.598819413056537,0.226732315556121,0.174448271387343,"","plant","seed weight","Gossypium hirsutum","NSC","within","Y","PSU"
1,0,0,"","plant","seed oil content","Gossypium hirsutum","NSC","within","Y","PSU"
1,0,0,"","plant","seed oil content","Gossypium hirsutum","NSC","within","Y","PSU"
NA,NA,NA,"","plant","seed oil content","Gossypium hirsutum","NSC","within","Y","PSU"
1,0,0,"","plant","seed oil content","Gossypium hirsutum","NSC","within","Y","PSU"
0.0399540448838662,0,0.960045955116134,"","plant","seed oil content","Gossypium hirsutum","NSC","within","Y","PSU"
1,0,0,"","plant","seed oil content","Gossypium hirsutum","NSC","within","Y","PSU"
0.62171002758465,0,0.37828997241535,"","plant","seed oil","Gossypium hirsutum","NSC","within","Y","PSU"
1,0,0,"","plant","seed oil","Gossypium hirsutum","NSC","within","Y","PSU"
1,0,0,"","plant","seed oil","Gossypium hirsutum","NSC","within","Y","PSU"
1,0,0,"","plant","seed oil","Gossypium hirsutum","NSC","within","Y","PSU"
1,0,0,"","plant","seed oil","Gossypium hirsutum","NSC","within","Y","PSU"
1,0,0,"","plant","seed oil","Gossypium hirsutum","NSC","within","Y","PSU"
1,0,0,"","Plant","seed size","Vigna unguiculata","NSC","within","Y","standard"
1,0,0,"","Plant","boll number","Gossypium","NSC","between","Y","PSU"
1,0,0,"","Plant","boll number","Gossypium","NSC","between","Y","PSU"
1,0,0,"","Plant","boll weight","Gossypium","NSC","between","Y","PSU"
1,0,0,"","Plant","boll weight","Gossypium","NSC","between","Y","PSU"
1,0,0,"","Plant","days to flower","Gossypium","NSC","between","Y","PSU"
1,0,0,"","Plant","days to flower","Gossypium","NSC","between","Y","PSU"
1,0,0,"","Plant","lint percent","Gossypium","NSC","between","Y","PSU"
1,0,0,"","Plant","lint percent","Gossypium","NSC","between","Y","PSU"
0.288889110202619,0,0.711110889797381,"","Plant","lint yield pp","Gossypium","NSC","between","Y","PSU"
0.45277989777787,0,0.54722010222213,"","Plant","lint yield pp","Gossypium","NSC","between","Y","PSU"
0.445241857093173,0,0.554758142906827,"","Plant","seed yield pp","Gossypium","NSC","between","Y","PSU"
0.0243596525597138,0.136032779205579,0.839607568234708,"","Plant","seed yield pp","Gossypium","NSC","between","Y","PSU"
0.519101957306791,0,0.480898042693209,"","Plant","days to flower","Vicia faba","NSC","within","Y","PSU"
1,0,0,"","Plant","days to flower","Vicia faba","NSC","within","Y","PSU"
1,0,0,"","Plant","harvest index","Vicia faba","NSC","within","Y","PSU"
1,0,0,"","Plant","harvest index","Vicia faba","NSC","within","Y","PSU"
1,0,0,"","Plant","1000 seed weight","Vicia faba","NSC","within","Y","PSU"
1,0,0,"","Plant","1000 seed weight","Vicia faba","NSC","within","Y","PSU"
1,0,0,"","Plant","number of branches","Vicia faba","NSC","within","Y","PSU"
1,0,0,"","Plant","number of branches","Vicia faba","NSC","within","Y","PSU"
1,0,0,"","Plant","number of pods","Vicia faba","NSC","within","Y","PSU"
1,0,0,"","Plant","number of pods","Vicia faba","NSC","within","Y","PSU"
1,0,0,"","Plant","num of seeds","Vicia faba","NSC","within","Y","PSU"
1,0,0,"","Plant","num of seeds","Vicia faba","NSC","within","Y","PSU"
1,0,0,"","Plant","plant height","Vicia faba","NSC","within","Y","PSU"
1,0,0,"","Plant","plant height","Vicia faba","NSC","within","Y","PSU"
1,0,0,"","Plant","seed yield","Vicia faba","NSC","within","Y","PSU"
1,0,0,"","Plant","seed yield","Vicia faba","NSC","within","Y","PSU"
1,0,0,"","Plant","yield per plant","Vicia faba","NSC","within","Y","PSU"
1,0,0,"","Plant","yield per plant","Vicia faba","NSC","within","Y","PSU"
1,0,0,"","Plant","infection index","Glycine max","NSC","within","Y","PSU"
1,0,0,"","Plant","infection degree","Glycine max","NSC","within","Y","PSU"
1,0,0,"","Plant","lesion-diameter","Glycine max","NSC","within","Y","PSU"
0.126230975828111,0.370635631154879,0.50313339301701,"","Plant","lesions per cm","Glycine max","NSC","within","Y","PSU"
1,0,0,"","Plant","lesions per foliole","Glycine max","NSC","within","Y","PSU"
1,0,0,"","Plant","percent lesions","Glycine max","NSC","within","Y","PSU"
1,0,0,"","Plant","latency period - disease","Arachis hypogaea","NSC","within","N","PSU"
1,0,0,"","Plant","latency period - disease","Arachis hypogaea","NSC","within","N","PSU"
1,0,0,"","Plant","lesioned area","Arachis hypogaea","NSC","within","N","PSU"
1,0,0,"","Plant","lesioned area","Arachis hypogaea","NSC","within","N","PSU"
1,0,0,"","Plant","lesions per cm","Arachis hypogaea","NSC","within","N","PSU"
1,0,0,"","Plant","lesions per cm","Arachis hypogaea","NSC","within","N","PSU"
NA,NA,NA,"","Plant","lesions per leaf","Arachis hypogaea","NSC","within","N","PSU"
1,0,0,"","Plant","lesions per leaf","Arachis hypogaea","NSC","within","N","PSU"
0.72249471319512,0.27750528680488,0,"","Plant","precent defoliation","Arachis hypogaea","NSC","within","N","PSU"
1,0,0,"","Plant","precent defoliation","Arachis hypogaea","NSC","within","N","PSU"
1,0,0,"","Plant","podlength","Arachis hypogaea","NSC","within","Y","PSU"
0.258746033391219,0,0.741253966608781,"","Plant","podlength","Arachis hypogaea","NSC","within","Y","PSU"
NA,NA,NA,"","Plant","pod weight","Arachis hypogaea","NSC","within","Y","PSU"
0.125,0.375,0.5,"","Plant","pod weight","Arachis hypogaea","NSC","within","Y","PSU"
0.0948428294462533,0.457582840479304,0.447574330074443,"","Plant","pod width","Arachis hypogaea","NSC","within","Y","PSU"
0,0,1,"","Plant","pod width","Arachis hypogaea","NSC","within","Y","PSU"
0,0,1,"","Plant","pod yield","Arachis hypogaea","NSC","within","Y","PSU"
0.25354899319331,0,0.74645100680669,"","Plant","pod yield","Arachis hypogaea","NSC","within","Y","PSU"
0.11033058413691,0.43033228735173,0.45933712851136,"","Plant","seed pod ratio","Arachis hypogaea","NSC","within","Y","PSU"
0,0.600000006826462,0.399999993173538,"","Plant","seed pod ratio","Arachis hypogaea","NSC","within","Y","PSU"
0,0,1,"","Plant","seed per pod","Arachis hypogaea","NSC","within","Y","PSU"
0,0.402425714329888,0.597574285670112,"","Plant","seed per pod","Arachis hypogaea","NSC","within","Y","PSU"
1,0,0,"","Plant","seed weight","Arachis hypogaea","NSC","within","Y","PSU"
0.133236384275413,0,0.866763615724586,"","Plant","seed weight","Arachis hypogaea","NSC","within","Y","PSU"
NA,NA,NA,"","Plant","canopy width","Capsicum annuum","NSC","within","Y","PSU"
0.125,0.375,0.5,"","Plant","canopy width","Capsicum annuum","NSC","within","Y","PSU"
0,1,0,"","Plant","canopy width","Capsicum annuum","NSC","within","Y","PSU"
1,0,0,"","Plant","canopy width","Capsicum annuum","NSC","within","Y","PSU"
0,0.57600710408473,0.42399289591527,"","Plant","days to ripe green fruit","Capsicum annuum","NSC","within","Y","PSU"
0.288765623333762,0,0.711234376666238,"","Plant","days to ripe green fruit","Capsicum annuum","NSC","within","Y","PSU"
0.277489126838828,0,0.722510873161172,"","Plant","days to ripe green fruit","Capsicum annuum","NSC","within","Y","PSU"
0.316517672384227,0,0.683482327615773,"","Plant","days to ripe green fruit","Capsicum annuum","NSC","within","Y","PSU"
0.0754407177530335,0.384753537313979,0.539805744932988,"","Plant","days to red fruit","Capsicum annuum","NSC","within","Y","PSU"
NA,NA,NA,"","Plant","days to red fruit","Capsicum annuum","NSC","within","Y","PSU"
0.20548908922418,0.79451091077582,0,"","Plant","days to red fruit","Capsicum annuum","NSC","within","Y","PSU"
1,0,0,"","Plant","days to red fruit","Capsicum annuum","NSC","within","Y","PSU"
NA,NA,NA,"","Plant","days to flower","Capsicum annuum","NSC","within","Y","PSU"
NA,NA,NA,"","Plant","days to flower","Capsicum annuum","NSC","within","Y","PSU"
NA,NA,NA,"","Plant","days to flower","Capsicum annuum","NSC","within","Y","PSU"
0,0,1,"","Plant","days to flower","Capsicum annuum","NSC","within","Y","PSU"
0,0,1,"","Plant","fruit length","Capsicum annuum","NSC","within","Y","PSU"
1,0,0,"","Plant","fruit length","Capsicum annuum","NSC","within","Y","PSU"
NA,NA,NA,"","Plant","fruit length","Capsicum annuum","NSC","within","Y","PSU"
NA,NA,NA,"","Plant","fruit length","Capsicum annuum","NSC","within","Y","PSU"
NA,NA,NA,"","Plant","fruits per plant","Capsicum annuum","NSC","within","Y","PSU"
NA,NA,NA,"","Plant","fruits per plant","Capsicum annuum","NSC","within","Y","PSU"
0,0,1,"","Plant","fruits per plant","Capsicum annuum","NSC","within","Y","PSU"
NA,NA,NA,"","Plant","fruits per plant","Capsicum annuum","NSC","within","Y","PSU"
0,0,1,"","Plant","fruit weight","Capsicum annuum","NSC","within","Y","PSU"
0,0,1,"","Plant","fruit weight","Capsicum annuum","NSC","within","Y","PSU"
NA,NA,NA,"","Plant","fruit weight","Capsicum annuum","NSC","within","Y","PSU"
0,0.580794946768862,0.419205053231138,"","Plant","fruit weight","Capsicum annuum","NSC","within","Y","PSU"
0,1,0,"","Plant","fruit width","Capsicum annuum","NSC","within","Y","PSU"
0,0,1,"","Plant","fruit width","Capsicum annuum","NSC","within","Y","PSU"
0,0,1,"","Plant","fruit width","Capsicum annuum","NSC","within","Y","PSU"
0,0,1,"","Plant","fruit width","Capsicum annuum","NSC","within","Y","PSU"
NA,NA,NA,"","Plant","plant height","Capsicum annuum","NSC","within","Y","PSU"
0,0,1,"","Plant","plant height","Capsicum annuum","NSC","within","Y","PSU"
NA,NA,NA,"","Plant","plant height","Capsicum annuum","NSC","within","Y","PSU"
0,0,1,"","Plant","plant height","Capsicum annuum","NSC","within","Y","PSU"
0,0,1,"","Plant","seeds per fruit","Capsicum annuum","NSC","within","Y","PSU"
1,0,0,"","Plant","seeds per fruit","Capsicum annuum","NSC","within","Y","PSU"
0,0,1,"","Plant","seeds per fruit","Capsicum annuum","NSC","within","Y","PSU"
0.0284504804751396,0.47922904013168,0.49232047939318,"","Plant","seeds per fruit","Capsicum annuum","NSC","within","Y","PSU"
0.0429798710283942,0.194960831360624,0.762059297610982,"","Plant","yeild per plant","Capsicum annuum","NSC","within","Y","PSU"
0.114754098360656,0.131147540983607,0.754098360655738,"","Plant","yeild per plant","Capsicum annuum","NSC","within","Y","PSU"
NA,NA,NA,"","Plant","yeild per plant","Capsicum annuum","NSC","within","Y","PSU"
0.0243902340649014,0.439024549650488,0.53658521628461,"","Plant","yeild per plant","Capsicum annuum","NSC","within","Y","PSU"
0,0,1,"","Plant","branches per panicle","Oryza sativa","NSC","within","Y","PSU"
NA,NA,NA,"","Plant","grains per panicle","Oryza sativa","NSC","within","Y","PSU"
0.404379898738878,0,0.595620101261122,"","Plant","percent grains per panicle","Oryza sativa","NSC","within","Y","PSU"
0.198019661678807,0.168317147983617,0.633663190337576,"","Animal","body weight day 0","Oryctolagus cuniculus domesticus","XY","within","Y","PSU"
0,0,1,"","Animal","body weight day 14","Oryctolagus cuniculus domesticus","XY","within","Y","PSU"
1,0,0,"","Animal","body weight day 21","Oryctolagus cuniculus domesticus","XY","within","Y","PSU"
1,0,0,"","Animal","body weight day 28","Oryctolagus cuniculus domesticus","XY","within","Y","PSU"
0,0,1,"","Animal","body weight day 35","Oryctolagus cuniculus domesticus","XY","within","Y","PSU"
NA,NA,NA,"","Animal","body weight day 42","Oryctolagus cuniculus domesticus","XY","within","Y","PSU"
NA,NA,NA,"","Animal","body weight day 49","Oryctolagus cuniculus domesticus","XY","within","Y","PSU"
0.270001508973709,0.201271636369088,0.528726854657204,"","Animal","body weight day 56","Oryctolagus cuniculus domesticus","XY","within","Y","PSU"
0,0,1,"","Animal","body weight day 63","Oryctolagus cuniculus domesticus","XY","within","Y","PSU"
0,0.510541165493879,0.489458834506121,"","Animal","body weight day 7","Oryctolagus cuniculus domesticus","XY","within","Y","PSU"
0,0,1,"","Animal","body weight day 70","Oryctolagus cuniculus domesticus","XY","within","Y","PSU"
NA,NA,NA,"","Animal","body weight day 77","Oryctolagus cuniculus domesticus","XY","within","Y","PSU"
1,0,0,"","Animal","body weight day 84","Oryctolagus cuniculus domesticus","XY","within","Y","PSU"
NA,NA,NA,"","Plant","days to flowering","Oryza sativa","NSC","within","Y","PSU"
NA,NA,NA,"","Plant","days to flowering","Oryza sativa","NSC","within","Y","PSU"
NA,NA,NA,"","Plant","grain yield per plant","Oryza sativa","NSC","within","Y","PSU"
0,0,1,"","Plant","grain yield per plant","Oryza sativa","NSC","within","Y","PSU"
0,0.333331147556459,0.666668852443541,"","Plant","harvest index","Oryza sativa","NSC","within","Y","PSU"
0,0,1,"","Plant","harvest index","Oryza sativa","NSC","within","Y","PSU"
1,0,0,"","Plant","length of panicle","Oryza sativa","NSC","within","Y","PSU"
0,0.598046248074985,0.401953751925015,"","Plant","length of panicle","Oryza sativa","NSC","within","Y","PSU"
1,0,0,"","Plant","number of tillers","Oryza sativa","NSC","within","Y","PSU"
0,0,1,"","Plant","number of tillers","Oryza sativa","NSC","within","Y","PSU"
0,0,1,"","Plant","plant height","Oryza sativa","NSC","within","Y","PSU"
NA,NA,NA,"","Plant","plant height","Oryza sativa","NSC","within","Y","PSU"
0.198956810770956,0,0.801043189229043,"","Plant","straw yield per plant","Oryza sativa","NSC","within","Y","PSU"
NA,NA,NA,"","Plant","straw yield per plant","Oryza sativa","NSC","within","Y","PSU"
0.346105411426458,0,0.653894588573542,"","Plant","fusarium rot resistance","Zea mays","NSC","within","Y","PSU"
0,1,0,"","Plant","fruit diameter","Solanum lycopersicum","NSC","within","Y","PSU"
0,1,0,"","Plant","fruit length","Solanum lycopersicum","NSC","within","Y","PSU"
0,0,1,"","Plant","fruit number","Solanum lycopersicum","NSC","within","Y","PSU"
0.0028409090909091,0.758522727272727,0.238636363636364,"","Plant","fruit size","Solanum lycopersicum","NSC","within","Y","PSU"
0,1,0,"","Plant","fruit weight","Solanum lycopersicum","NSC","within","Y","PSU"
