add,dom,epi,file,refile,class,kingdom,domestication,trait,species,SCS,divergence,weighted,method
1,0,0,SO.fem.starv.csv,SO.fem.starv.csv,LH,animal,lab,female starvation resist, Drosophila melanogaster,XY,within,Y,standard
1,0,0,SO.fem.time.csv,SO.fem.time.csv,LH,animal,lab,fem develop time, Drosophila melanogaster,XY,within,Y,standard
1,0,0,SO.femwt.csv,SO.femwt.csv,M,animal,lab,female weight, Drosophila melanogaster,XY,within,Y,standard
1,0,0,SO.male.starv.csv,SO.male.starv.csv,LH,animal,lab,male starvation resist, Drosophila melanogaster,XY,within,Y,standard
1,0,0,SO.male.time.csv,SO.male.time.csv,LH,animal,lab,male develop time, Drosophila melanogaster,XY,within,Y,standard
1,0,0,SO.malewt.csv,SO.malewt.csv,M,animal,lab,male weight, Drosophila melanogaster,XY,within,Y,standard
0.170610532,0.347946589,0.481442879,soapberry-beak-intro.csv,soapberry-beak-intro.csv,M,animal,wild,beak length,Jadera haematoloma,XO,within,Y,PSU
0.118093439,0.541839574,0.340066987,soapberry-beak-native.csv,soapberry-beak-native.csv,M,animal,wild,beak length,Jadera haematoloma,XO,within,Y,PSU
0.066518142,0,0.933481858,soapberry-develop.time-intro.csv,soapberry-develop.time-intro.csv,LH,animal,wild,development time,Jadera haematoloma,XO,within,Y,PSU
NA,NA,NA,soapberry-develop.time-native.csv,soapberry-develop.time-native.csv,LH,animal,wild,development time,Jadera haematoloma,XO,within,Y,PSU
0,0.322066382,0.677933618,soapberry-thorax-intro.csv,soapberry-thorax-intro.csv,M,animal,wild,thorax width,Jadera haematoloma,XO,within,Y,PSU
NA,NA,NA,soapberry-thorax-native.csv,soapberry-thorax-native.csv,M,animal,wild,thorax width,Jadera haematoloma,XO,within,Y,PSU
1,0,0,sorghum-egg1.csv,sorghum-egg1.csv,LH,plant,domestic,eggs per plant,Sorghum bicolor,NSC,within,Y,PSU
1,0,0,sorghum-egg2.csv,sorghum-egg2.csv,LH,plant,domestic,eggs per plant,Sorghum bicolor,NSC,within,Y,PSU
1,0,0,sorghum-egg3.csv,sorghum-egg3.csv,LH,plant,domestic,eggs per plant,Sorghum bicolor,NSC,within,Y,PSU
1,0,0,sorghum-egg4.csv,sorghum-egg4.csv,LH,plant,domestic,eggs per plant,Sorghum bicolor,NSC,within,Y,PSU
1,0,0,sorghum-flower-ms.csv,sorghum-flower-ms.csv,LH,plant,domestic,days to 50% flowering,Sorghum bicolor,NSC,within,N,PSU
0.37495316,0,0.62504684,sorghum-flower-ns.csv,sorghum-flower-ns.csv,LH,plant,domestic,days to 50% flowering,Sorghum bicolor,NSC,within,N,PSU
NA,NA,NA,sorghum-fodder-ms.csv,sorghum-fodder-ms.csv,LH,plant,domestic,dry fodder yield,Sorghum bicolor,NSC,within,N,PSU
NA,NA,NA,sorghum-fodder-ns.csv,sorghum-fodder-ns.csv,LH,plant,domestic,dry fodder yield,Sorghum bicolor,NSC,within,N,PSU
0,0,1,sorghum-grain-ms.csv,sorghum-grain-ms.csv,LH,plant,domestic,grain yield,Sorghum bicolor,NSC,within,N,PSU
0.060275977,0.492761879,0.446962144,sorghum-grain-ns.csv,sorghum-grain-ns.csv,LH,plant,domestic,grain yield,Sorghum bicolor,NSC,within,N,PSU
1,0,0,sorghum-harvest-ms.csv,sorghum-harvest-ms.csv,LH,plant,domestic,harvest index,Sorghum bicolor,NSC,within,N,PSU
0.045402717,0.529163326,0.425433957,sorghum-harvest-ns.csv,sorghum-harvest-ns.csv,LH,plant,domestic,harvest index,Sorghum bicolor,NSC,within,N,PSU
NA,NA,NA,sorghum-leaves1.csv,sorghum-leaves1.csv,M,plant,domestic,leaves per plant,Sorghum bicolor,NSC,within,Y,PSU
1,0,0,sorghum-leaves2.csv,sorghum-leaves2.csv,M,plant,domestic,leaves per plant,Sorghum bicolor,NSC,within,Y,PSU
NA,NA,NA,sorghum-leaves3.csv,sorghum-leaves3.csv,M,plant,domestic,leaves per plant,Sorghum bicolor,NSC,within,Y,PSU
NA,NA,NA,sorghum-leaves4.csv,sorghum-leaves4.csv,M,plant,domestic,leaves per plant,Sorghum bicolor,NSC,within,Y,PSU
NA,NA,NA,sorghum-plantht1.csv,sorghum-plantht1.csv,M,plant,domestic,plant height,Sorghum bicolor,NSC,within,Y,PSU
1,0,0,sorghum-plantht2.csv,sorghum-plantht2.csv,M,plant,domestic,plant height,Sorghum bicolor,NSC,within,Y,PSU
NA,NA,NA,sorghum-plantht3.csv,sorghum-plantht3.csv,M,plant,domestic,plant height,Sorghum bicolor,NSC,within,Y,PSU
NA,NA,NA,sorghum-plantht4.csv,sorghum-plantht4.csv,M,plant,domestic,plant height,Sorghum bicolor,NSC,within,Y,PSU
NA,NA,NA,soybean-disease-index.csv,soybean-disease-index.csv,LH,plant,domestic,infection index,Glycine max,NSC,within,Y,PSU
0.582977526,0,0.417022474,soybean-infection-degree.csv,soybean-infection-degree.csv,LH,plant,domestic,infection degree,Glycine max,NSC,within,Y,PSU
1,0,0,soybean-lesions-diameter.csv,soybean-lesions-diameter.csv,M,plant,domestic,lesion-diameter,Glycine max,NSC,within,Y,PSU
0.604466826,0,0.395533174,soybean-lesions-per-cm.csv,soybean-lesions-per-cm.csv,M,plant,domestic,lesions per cm,Glycine max,NSC,within,Y,PSU
NA,NA,NA,soybean-lesions-per-foliole.csv,soybean-lesions-per-foliole.csv,M,plant,domestic,lesions per foliole,Glycine max,NSC,within,Y,PSU
0.624610873,0,0.375389127,soybean-percent-lesions.csv,soybean-percent-lesions.csv,M,plant,domestic,percent lesions,Glycine max,NSC,within,Y,PSU
0.503054919,0,0.496945081,space.fruit.num.csv,space.fruit.num.csv,LH,plant,domestic,number of fruit,Cucumis sativus,NSC,within,N,PSU
0,0,1,space.internode.len.csv,space.internode.len.csv,M,plant,domestic,internode length,Cucumis sativus,NSC,within,N,PSU
1,0,0,space.lateral.num.csv,space.lateral.num.csv,M,plant,domestic,number of primary laterals,Cucumis sativus,NSC,within,N,PSU
1,0,0,space.node.num.csv,space.node.num.csv,M,plant,domestic,number of nodes,Cucumis sativus,NSC,within,N,PSU
0.293907378,0,0.706092622,space.stem.len.csv,space.stem.len.csv,M,plant,domestic,main stem length,Cucumis sativus,NSC,within,N,PSU
0.704381113,0,0.295618887,spike.culms1.csv,spike.culms1.csv,M,plant,domestic,number of spike bearing culms,Triticum aestivum,NSC,within,N,PSU
1,0,0,spike.culms2.csv,spike.culms2.csv,M,plant,domestic,number of spike bearing culms,Triticum aestivum,NSC,within,N,PSU
0.2139052,0.7860948,0,spikelen1.csv,spikelen1.csv,M,plant,domestic,spike length (cm),Secale cereale,NSC,within,N,PSU
0.502828568,0.497171432,0,spikelen2.csv,spikelen2.csv,M,plant,domestic,spike length (cm),Secale cereale,NSC,within,N,PSU
0.563201997,0,0.436798003,spikelen3.csv,spikelen3.csv,M,plant,domestic,spike length (cm),Secale cereale,NSC,within,N,PSU
0.614380601,0,0.385619399,spikelen4.csv,spikelen4.csv,M,plant,domestic,spike length (cm),Secale cereale,NSC,within,N,PSU
0.501847353,0,0.498152647,spikelen5.csv,spikelen5.csv,M,plant,domestic,spike length (cm),Secale cereale,NSC,within,N,PSU
0.59581185,0.32910712,0.075081031,spot.num.csv,spot.num.csv,M,plant,wild,number of red spots on the corolla,"Mimulus cuprilphilus, Mimulus guttatus",NSC,between,Y,PSU
NA,NA,NA,stalk.years.csv,stalk.years.csv,M,plant,domestic,number of flowering stalks,"Iris brevivaulis, Iris fulva",NSC,between,Y,standard
1,0,0,stamenL.csv,stamenL.csv,LH,plant,wild,mean stamen length,"Mimulus cuprilphilus, Mimulus guttatus",NSC,between,Y,PSU
1,0,0,stemwt1.csv,stemwt1.csv,M,plant,wild,stem weight,Datura stramonium,NSC,within,N,PSU
0.598819413,0.226732316,0.174448271,stemwt2.csv,stemwt2.csv,M,plant,wild,stem weight,Datura stramonium,NSC,within,N,PSU
1,0,0,stemwt3.csv,stemwt3.csv,M,plant,wild,stem weight,Datura stramonium,NSC,within,N,PSU
1,0,0,stemwt4.csv,stemwt4.csv,M,plant,wild,stem weight,Datura stramonium,NSC,within,N,PSU
NA,NA,NA,stickleback_data2.csv,stickleback_data2.csv,LH,animal,wild,growth rate,stickleback,XY,within,Y,standard
0.160558277,0.455370991,0.384070732,stickleback1-bdepth-fem.csv,stickleback1-bdepth-fem.csv,M,animal,wild,body depth,stickleback,XY,within,N,PSU
0.128797304,0.465629171,0.405573526,stickleback1-bdepth-male.csv,stickleback1-bdepth-male.csv,M,animal,wild,body depth,stickleback,XY,within,N,PSU
0.789775155,0,0.210224845,stickleback1-bshape-fem.csv,stickleback1-bshape-fem.csv,M,animal,wild,body shape,stickleback,XY,within,N,PSU
0.577261367,0,0.422738633,stickleback1-bshape-male.csv,stickleback1-bshape-male.csv,M,animal,wild,body shape,stickleback,XY,within,N,PSU
1,0,0,stickleback1-rakers-fem.csv,stickleback1-rakers-fem.csv,M,animal,wild,gill raker number,stickleback,XY,within,N,PSU
1,0,0,stickleback1-rakers-male.csv,stickleback1-rakers-male.csv,M,animal,wild,gill raker number,stickleback,XY,within,N,PSU
0.317866721,0,0.682133279,strider-abd.length.fem.1.csv,strider-abd.length.fem.1.csv,M,animal,wild,abdominal length,Aquarius remigis,XO,within,Y,standard
0.716678538,0.283321462,0,strider-abd.length.fem.2.csv,strider-abd.length.fem.2.csv,M,animal,wild,abdominal length,Aquarius remigis,XO,within,Y,standard
0.097203092,0.329485446,0.573311461,strider-abd.length.male.1.csv,strider-abd.length.male.1.csv,M,animal,wild,abdominal length,Aquarius remigis,XO,within,Y,standard
1,0,0,strider-abd.length.male.2.csv,strider-abd.length.male.2.csv,M,animal,wild,abdominal length,Aquarius remigis,XO,within,Y,standard
0.637803577,0,0.362196423,strider-abd.width.fem.1.csv,strider-abd.width.fem.1.csv,M,animal,wild,abdominal width,Aquarius remigis,XO,within,Y,standard
1,0,0,strider-abd.width.fem.2.csv,strider-abd.width.fem.2.csv,M,animal,wild,abdominal width,Aquarius remigis,XO,within,Y,standard
0.207392871,0.374084152,0.418522978,strider-abd.width.male.1.csv,strider-abd.width.male.1.csv,M,animal,wild,abdominal width,Aquarius remigis,XO,within,Y,standard
1,0,0,strider-abd.width.male.2.csv,strider-abd.width.male.2.csv,M,animal,wild,abdominal width,Aquarius remigis,XO,within,Y,standard
0.417131159,0,0.582868841,strider-front.femur.length.fem.1.csv,strider-front.femur.length.fem.1.csv,M,animal,wild,front femur length,Aquarius remigis,XO,within,Y,standard
0.422683505,0.189812391,0.387504104,strider-front.femur.length.fem.2.csv,strider-front.femur.length.fem.2.csv,M,animal,wild,front femur length,Aquarius remigis,XO,within,Y,standard
0.23775533,0,0.76224467,strider-front.femur.length.male.1.csv,strider-front.femur.length.male.1.csv,M,animal,wild,front gemur length,Aquarius remigis,XO,within,Y,standard
1,0,0,strider-front.femur.length.male.2.csv,strider-front.femur.length.male.2.csv,M,animal,wild,front femur length,Aquarius remigis,XO,within,Y,standard
0.737158219,0,0.262841781,strider-front.femur.width.fem.1.csv,strider-front.femur.width.fem.1.csv,M,animal,wild,front femue width,Aquarius remigis,XO,within,Y,standard
NA,NA,NA,strider-front.femur.width.fem.2.csv,strider-front.femur.width.fem.2.csv,M,animal,wild,front femur length,Aquarius remigis,XO,within,Y,standard
0.124813549,0.298131879,0.577054572,strider-front.femur.width.male.1.csv,strider-front.femur.width.male.1.csv,M,animal,wild,front femur width,Aquarius remigis,XO,within,Y,standard
0.719928062,0,0.280071938,strider-front.femur.width.male.2.csv,strider-front.femur.width.male.2.csv,M,animal,wild,front femur width,Aquarius remigis,XO,within,Y,standard
0.118213433,0.264468367,0.6173182,strider-genital.length.fem.1.csv,strider-genital.length.fem.1.csv,M,animal,wild,genital length,Aquarius remigis,XO,within,Y,standard
1,0,0,strider-genital.length.fem.2.csv,strider-genital.length.fem.2.csv,M,animal,wild,genital length,Aquarius remigis,XO,within,Y,standard
0.252142658,0,0.747857342,strider-genital.length.male.1.csv,strider-genital.length.male.1.csv,M,animal,wild,genital length,Aquarius remigis,XO,within,Y,standard
0.108074505,0.345486845,0.54643865,strider-genital.length.male.2.csv,strider-genital.length.male.2.csv,M,animal,wild,genital length,Aquarius remigis,XO,within,Y,standard
0.742532134,0,0.257467866,strider-hind.femur.length.fem.1.csv,strider-hind.femur.length.fem.1.csv,M,animal,wild,hind femur length,Aquarius remigis,XO,within,Y,standard
0.470619728,0,0.529380272,strider-hind.femur.length.fem.2.csv,strider-hind.femur.length.fem.2.csv,M,animal,wild,hind femur length,Aquarius remigis,XO,within,Y,standard
1,0,0,strider-hind.femur.length.male.1.csv,strider-hind.femur.length.male.1.csv,M,animal,wild,hind femur length,Aquarius remigis,XO,within,Y,standard
0.737122711,0,0.262877289,strider-hind.femur.length.male.2.csv,strider-hind.femur.length.male.2.csv,M,animal,wild,hind femur length,Aquarius remigis,XO,within,Y,standard
0.604614724,0,0.395385276,strider-mid.femur.length.fem.1.csv,strider-mid.femur.length.fem.1.csv,M,animal,wild,mid femur length,Aquarius remigis,XO,within,Y,standard
0.388055564,0,0.611944436,strider-mid.femur.length.fem.2.csv,strider-mid.femur.length.fem.2.csv,M,animal,wild,mid femur length,Aquarius remigis,XO,within,Y,standard
1,0,0,strider-mid.femur.length.male.1.csv,strider-mid.femur.length.male.1.csv,M,animal,wild,mid femur length,Aquarius remigis,XO,within,Y,standard
0.737122711,0,0.262877289,strider-mid.femur.length.male.2.csv,strider-mid.femur.length.male.2.csv,M,animal,wild,mid femur length,Aquarius remigis,XO,within,Y,standard
0.260676318,0.380518945,0.358804737,strider-seg7.length.fem.1.csv,strider-seg7.length.fem.1.csv,M,animal,wild,segment 7 length,Aquarius remigis,XO,within,Y,standard
0.553539274,0.251766006,0.19469472,strider-seg7.length.fem.2.csv,strider-seg7.length.fem.2.csv,M,animal,wild,segment 7 length,Aquarius remigis,XO,within,Y,standard
0.346106135,0.324679574,0.329214291,strider-seg7.length.male.1.csv,strider-seg7.length.male.1.csv,M,animal,wild,segment 7 length,Aquarius remigis,XO,within,Y,standard
1,0,0,strider-seg7.length.male.2.csv,strider-seg7.length.male.2.csv,M,animal,wild,segment 7 length,Aquarius remigis,XO,within,Y,standard
0.725099734,0,0.274900266,strider-seg8.length.fem.1.csv,strider-seg8.length.fem.1.csv,M,animal,wild,segment 8 length,Aquarius remigis,XO,within,Y,standard
0.247304948,0,0.752695052,strider-seg8.length.fem.2.csv,strider-seg8.length.fem.2.csv,M,animal,wild,segment 8 length,Aquarius remigis,XO,within,Y,standard
0.090810901,0.417187937,0.492001162,strider-seg8.length.male.1.csv,strider-seg8.length.male.1.csv,M,animal,wild,segment 8 length,Aquarius remigis,XO,within,Y,standard
0.055921034,0.361897302,0.582181665,strider-seg8.length.male.2.csv,strider-seg8.length.male.2.csv,M,animal,wild,segment 8 length,Aquarius remigis,XO,within,Y,standard
0.328254434,0.383504815,0.288240751,strider-spine.width.fem.1.csv,strider-spine.width.fem.1.csv,M,animal,wild,spine width,Aquarius remigis,XO,within,Y,standard
1,0,0,strider-spine.width.fem.2.csv,strider-spine.width.fem.2.csv,M,animal,wild,spine width,Aquarius remigis,XO,within,Y,standard
0.718709162,0,0.281290838,strider-spine.width.male.1.csv,strider-spine.width.male.1.csv,M,animal,wild,spine width,Aquarius remigis,XO,within,Y,standard
0.682654526,0,0.317345474,strider-spine.width.male.2.csv,strider-spine.width.male.2.csv,M,animal,wild,spine width,Aquarius remigis,XO,within,Y,standard
0.296757495,0.23709757,0.466144935,strider-thorax.fem.1.csv,strider-thorax.fem.1.csv,M,animal,wild,thorax length,Aquarius remigis,XO,within,Y,standard
0.613977604,0.386022396,0,strider-thorax.fem.2.csv,strider-thorax.fem.2.csv,M,animal,wild,thorax length,Aquarius remigis,XO,within,Y,standard
0,0,1,strider-thorax.male.1.csv,strider-thorax.male.1.csv,M,animal,wild,thorax length,Aquarius remigis,XO,within,Y,standard
0.469528424,0,0.530471576,strider-thorax.male.2.csv,strider-thorax.male.2.csv,M,animal,wild,thorax length,Aquarius remigis,XO,within,Y,standard
0.099476975,0.036603277,0.863919749,strider-total.fem.1.csv,strider-total.fem.1.csv,M,animal,wild,total length,Aquarius remigis,XO,within,Y,standard
0.188333299,0.328764518,0.482902182,strider-total.fem.2.csv,strider-total.fem.2.csv,M,animal,wild,total length,Aquarius remigis,XO,within,Y,standard
0.400987936,0,0.599012064,strider-total.male.1.csv,strider-total.male.1.csv,M,animal,wild,total length,Aquarius remigis,XO,within,Y,standard
1,0,0,strider-total.male.2.csv,strider-total.male.2.csv,M,animal,wild,total length,Aquarius remigis,XO,within,Y,standard
1,0,0,style.csv,style.csv,LH,plant,wild,style length,"Mimulus cuprilphilus, Mimulus guttatus",NSC,between,Y,PSU
0.039954045,0,0.960045955,surviv.csv,surviv.csv,LH,animal,lab,survival,"Drosophila madeirensis, Drosophila subobscura",XY,between,Y,standard
1,0,0,tassel.hi25sp.csv,tassel.hi25sp.csv,LH,plant,domestic,tassel length (cm),"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
0.621710028,0,0.378289972,tassel.hi25w.csv,tassel.hi25w.csv,LH,plant,domestic,tassel length (cm),"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,tassel.hi26sp.csv,tassel.hi26sp.csv,LH,plant,domestic,tassel length (cm),"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,tassel.hi26w.csv,tassel.hi26w.csv,LH,plant,domestic,tassel length (cm),"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,tassel.hi27sp.csv,tassel.hi27sp.csv,LH,plant,domestic,tassel length (cm),"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,tassel.hi27w.csv,tassel.hi27w.csv,LH,plant,domestic,tassel length (cm),"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,tassel.hi28sp.csv,tassel.hi28sp.csv,LH,plant,domestic,tassel length (cm),"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,tassel.hi28w.csv,tassel.hi28w.csv,LH,plant,domestic,tassel length (cm),"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,tassel.hi29w.csv,tassel.hi29w.csv,LH,plant,domestic,tassel length (cm),"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,tassel.hi30w.csv,tassel.hi30w.csv,LH,plant,domestic,tassel length (cm),"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,tassel.hi31w.csv,tassel.hi31w.csv,LH,plant,domestic,tassel length (cm),"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,tassel.hi32w.csv,tassel.hi32w.csv,LH,plant,domestic,tassel length (cm),"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,tassel.hi33sp.csv,tassel.hi33sp.csv,LH,plant,domestic,tassel length (cm),"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,tassel.hi33w.csv,tassel.hi33w.csv,LH,plant,domestic,tassel length (cm),"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,tassel.hi34w.csv,tassel.hi34w.csv,LH,plant,domestic,tassel length (cm),"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,tassel.hi35sp.csv,tassel.hi35sp.csv,LH,plant,domestic,tassel length (cm),"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
0.28888911,0,0.71111089,tassel.hi35w.csv,tassel.hi35w.csv,LH,plant,domestic,tassel length (cm),"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
0.452779898,0,0.547220102,thorax.len18.csv,thorax.len18.csv,M,animal,lab,thorax length,Drosophila hibisci,XY,within,Y,standard
0.445241857,0,0.554758143,thorax.len21.csv,thorax.len21.csv,M,animal,lab,thorax length,Drosophila hibisci,XY,within,Y,standard
0.024359653,0.136032779,0.839607568,thorax.len25.csv,thorax.len25.csv,M,animal,lab,thorax length,Drosophila hibisci,XY,within,Y,cmat
0.519101957,0,0.480898043,thous.grainwt.csv,thous.grainwt.csv,LH,plant,domestic,grain weight,bread wheat,NSC,within,N,PSU
1,0,0,thous.seedwt.csv,thous.seedwt.csv,LH,plant,domestic,seed weight,Brassica juncea,NSC,within,N,standard
1,0,0,tiller.hi25sp.csv,tiller.hi25sp.csv,M,plant,domestic,number of tillers,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,tiller.hi25su.csv,tiller.hi25su.csv,M,plant,domestic,number of tillers,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,tiller.hi25w.csv,tiller.hi25w.csv,M,plant,domestic,number of tillers,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,tiller.hi26sp.csv,tiller.hi26sp.csv,M,plant,domestic,number of tillers,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,tiller.hi26su.csv,tiller.hi26su.csv,M,plant,domestic,number of tillers,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,tiller.hi26w.csv,tiller.hi26w.csv,M,plant,domestic,number of tillers,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,tiller.hi27sp.csv,tiller.hi27sp.csv,M,plant,domestic,number of tillers,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,tiller.hi27su.csv,tiller.hi27su.csv,M,plant,domestic,number of tillers,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,tiller.hi27w.csv,tiller.hi27w.csv,M,plant,domestic,number of tillers,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,tiller.hi28sp.csv,tiller.hi28sp.csv,M,plant,domestic,number of tillers,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,tiller.hi28su.csv,tiller.hi28su.csv,M,plant,domestic,number of tillers,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,tiller.hi28w.csv,tiller.hi28w.csv,M,plant,domestic,number of tillers,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,tiller.hi29su.csv,tiller.hi29su.csv,M,plant,domestic,number of tillers,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,tiller.hi29w.csv,tiller.hi29w.csv,M,plant,domestic,number of tillers,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,tiller.hi30su.csv,tiller.hi30su.csv,M,plant,domestic,number of tillers,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,tiller.hi30w.csv,tiller.hi30w.csv,M,plant,domestic,number of tillers,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,tiller.hi31su.csv,tiller.hi31su.csv,M,plant,domestic,number of tillers,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,tiller.hi31w.csv,tiller.hi31w.csv,M,plant,domestic,number of tillers,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,tiller.hi32su.csv,tiller.hi32su.csv,M,plant,domestic,number of tillers,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
0.126230976,0.370635631,0.503133393,tiller.hi32w.csv,tiller.hi32w.csv,M,plant,domestic,number of tillers,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,tiller.hi33sp.csv,tiller.hi33sp.csv,M,plant,domestic,number of tillers,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,tiller.hi33su.csv,tiller.hi33su.csv,M,plant,domestic,number of tillers,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,tiller.hi33w.csv,tiller.hi33w.csv,M,plant,domestic,number of tillers,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,tiller.hi34su.csv,tiller.hi34su.csv,M,plant,domestic,number of tillers,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,tiller.hi34w.csv,tiller.hi34w.csv,M,plant,domestic,number of tillers,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,tiller.hi35sp.csv,tiller.hi35sp.csv,M,plant,domestic,number of tillers,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,tiller.hi35su.csv,tiller.hi35su.csv,M,plant,domestic,number of tillers,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,tiller.hi35w.csv,tiller.hi35w.csv,M,plant,domestic,number of tillers,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
NA,NA,NA,tiller.num.csv,tiller.num.csv,M,plant,domestic,number of tillers,bread wheat,NSC,within,N,PSU
1,0,0,tobacco-alka1.csv,tobacco-alka1.csv,M,plant,domestic,total alkaloids %,Nicotiana tabacum,NSC,within,N,PSU
1,0,0,tobacco-alka2.csv,tobacco-alka2.csv,M,plant,domestic,total alkaloids %,Nicotiana tabacum,NSC,within,N,PSU
0.749302553,0,0.250697447,tobacco-alka3.csv,tobacco-alka3.csv,M,plant,domestic,total alkaloids %,Nicotiana tabacum,NSC,within,N,PSU
0.631377408,0,0.368622592,tobacco-alka4.csv,tobacco-alka4.csv,M,plant,domestic,total alkaloids %,Nicotiana tabacum,NSC,within,N,PSU
0.649911001,0.091177746,0.258911253,tobacco-flower1.csv,tobacco-flower1.csv,LH,plant,domestic,days to flower,Nicotiana tabacum,NSC,within,N,PSU
0.65221724,0.093672147,0.254110613,tobacco-flower2.csv,tobacco-flower2.csv,LH,plant,domestic,days to flower,Nicotiana tabacum,NSC,within,N,PSU
0.860644206,0.139355794,0,tobacco-flower3.csv,tobacco-flower3.csv,LH,plant,domestic,days to flower,Nicotiana tabacum,NSC,within,N,PSU
0.749048048,0,0.250951952,tobacco-flower4.csv,tobacco-flower4.csv,LH,plant,domestic,days to flower,Nicotiana tabacum,NSC,within,N,PSU
0.48753272,0,0.51246728,tobacco-grade1.csv,tobacco-grade1.csv,M,plant,domestic,grade index,Nicotiana tabacum,NSC,within,N,PSU
NA,NA,NA,tobacco-grade2.csv,tobacco-grade2.csv,M,plant,domestic,grade index,Nicotiana tabacum,NSC,within,N,PSU
1,0,0,tobacco-grade3.csv,tobacco-grade3.csv,M,plant,domestic,grade index,Nicotiana tabacum,NSC,within,N,PSU
0.491227658,0,0.508772342,tobacco-grade4.csv,tobacco-grade4.csv,M,plant,domestic,grade index,Nicotiana tabacum,NSC,within,N,PSU
0.503301715,0,0.496698285,tobacco-height1.csv,tobacco-height1.csv,M,plant,domestic,plant height,Nicotiana tabacum,NSC,within,N,PSU
1,0,0,tobacco-height2.csv,tobacco-height2.csv,M,plant,domestic,plant height,Nicotiana tabacum,NSC,within,N,PSU
1,0,0,tobacco-height3.csv,tobacco-height3.csv,M,plant,domestic,plant height,Nicotiana tabacum,NSC,within,N,PSU
1,0,0,tobacco-height4.csv,tobacco-height4.csv,M,plant,domestic,plant height,Nicotiana tabacum,NSC,within,N,PSU
0.346153846,0.192307692,0.461538462,tobacco-leaves1.csv,tobacco-leaves1.csv,M,plant,domestic,number of leaves,Nicotiana tabacum,NSC,within,N,PSU
1,0,0,tobacco-leaves2.csv,tobacco-leaves2.csv,M,plant,domestic,number of leaves,Nicotiana tabacum,NSC,within,N,PSU
1,0,0,tobacco-leaves3.csv,tobacco-leaves3.csv,M,plant,domestic,number of leaves,Nicotiana tabacum,NSC,within,N,PSU
NA,NA,NA,tobacco-leaves4.csv,tobacco-leaves4.csv,M,plant,domestic,number of leaves,Nicotiana tabacum,NSC,within,N,PSU
